PROVINCIA,AÑO_MES,Consumo_kWh
A CORUÑA,2021-10,10695536.73
A CORUÑA,2021-11,24993254.09
A CORUÑA,2021-12,31367381.77
A CORUÑA,2022-01,36703475.24
A CORUÑA,2022-02,35230446.48
A CORUÑA,2022-03,30703320.93
A CORUÑA,2022-04,23639756.83
A CORUÑA,2022-05,13636016.37
A CORUÑA,2022-06,11840613.24
A CORUÑA,2022-07,11470514.83
A CORUÑA,2022-08,10189766.07
A CORUÑA,2022-09,10841616.53
A CORUÑA,2022-10,10353336.61
A CORUÑA,2022-11,21440850.26
A CORUÑA,2022-12,33324941.94
A CORUÑA,2023-01,44145050.59
A CORUÑA,2023-02,40515270.92
A CORUÑA,2023-03,28284050.69
A CORUÑA,2023-04,15913226.58
A CORUÑA,2023-05,14130608.14
A CORUÑA,2023-06,11973146.07
A CORUÑA,2023-07,10036398.4
A CORUÑA,2023-08,8526938.29
A CORUÑA,2023-09,9343955.27
A CORUÑA,2023-10,10417096.25
A CORUÑA,2023-11,23172532.84
A CORUÑA,2023-12,37200378.79
A CORUÑA,2024-01,35402660.37
A CORUÑA,2024-02,26749411.58
A CORUÑA,2024-03,24503109.18
A CORUÑA,2024-04,16673876.0
A CORUÑA,2024-05,8850584.12
A CORUÑA,2024-06,1461500.79
ALBACETE,2021-10,5417353.68
ALBACETE,2021-11,22150040.55
ALBACETE,2021-12,29610184.12
ALBACETE,2022-01,37316104.43
ALBACETE,2022-02,31542392.1
ALBACETE,2022-03,28916684.42
ALBACETE,2022-04,21210245.74
ALBACETE,2022-05,7906041.55
ALBACETE,2022-06,4496496.76
ALBACETE,2022-07,3600679.61
ALBACETE,2022-08,2801258.88
ALBACETE,2022-09,3352530.49
ALBACETE,2022-10,4487526.69
ALBACETE,2022-11,15000504.72
ALBACETE,2022-12,29203441.56
ALBACETE,2023-01,41927248.51
ALBACETE,2023-02,37637204.5
ALBACETE,2023-03,20560867.7
ALBACETE,2023-04,7787780.29
ALBACETE,2023-05,5174398.52
ALBACETE,2023-06,3563538.49
ALBACETE,2023-07,2361977.67
ALBACETE,2023-08,1931895.88
ALBACETE,2023-09,2706806.05
ALBACETE,2023-10,5055155.09
ALBACETE,2023-11,15928411.22
ALBACETE,2023-12,30898355.88
ALBACETE,2024-01,29477241.9
ALBACETE,2024-02,20267023.43
ALBACETE,2024-03,15453039.93
ALBACETE,2024-04,7728869.33
ALBACETE,2024-05,3727194.57
ALBACETE,2024-06,623066.55
ALICANTE,2021-10,7501362.85
ALICANTE,2021-11,20556208.08
ALICANTE,2021-12,24877012.29
ALICANTE,2022-01,32910631.38
ALICANTE,2022-02,30006552.02
ALICANTE,2022-03,30107669.12
ALICANTE,2022-04,22432139.07
ALICANTE,2022-05,11606773.58
ALICANTE,2022-06,8832091.54
ALICANTE,2022-07,8185499.87
ALICANTE,2022-08,6861131.56
ALICANTE,2022-09,7257999.33
ALICANTE,2022-10,7335475.22
ALICANTE,2022-11,15145960.25
ALICANTE,2022-12,24162727.13
ALICANTE,2023-01,35365263.89
ALICANTE,2023-02,33840244.18
ALICANTE,2023-03,21841649.69
ALICANTE,2023-04,11534020.31
ALICANTE,2023-05,10467071.84
ALICANTE,2023-06,8371293.92
ALICANTE,2023-07,6671952.0
ALICANTE,2023-08,5431791.12
ALICANTE,2023-09,5800001.31
ALICANTE,2023-10,6029995.53
ALICANTE,2023-11,12392493.84
ALICANTE,2023-12,23114498.96
ALICANTE,2024-01,25954733.33
ALICANTE,2024-02,20031948.33
ALICANTE,2024-03,16849580.71
ALICANTE,2024-04,10329555.04
ALICANTE,2024-05,5532771.6
ALICANTE,2024-06,958557.16
ALMERIA,2021-10,33115.83
ALMERIA,2021-11,157146.27
ALMERIA,2021-12,196196.53
ALMERIA,2022-01,269266.43
ALMERIA,2022-02,192339.68
ALMERIA,2022-03,169482.51
ALMERIA,2022-04,127692.31
ALMERIA,2022-05,53818.35
ALMERIA,2022-06,38698.28
ALMERIA,2022-07,31694.28
ALMERIA,2022-08,25812.81
ALMERIA,2022-09,35446.65
ALMERIA,2022-10,40842.23
ALMERIA,2022-11,97676.85
ALMERIA,2022-12,165982.83
ALMERIA,2023-01,297863.19
ALMERIA,2023-02,279272.8
ALMERIA,2023-03,171331.31
ALMERIA,2023-04,76594.95
ALMERIA,2023-05,54300.53
ALMERIA,2023-06,40199.39
ALMERIA,2023-07,33694.43
ALMERIA,2023-08,26202.14
ALMERIA,2023-09,34088.44
ALMERIA,2023-10,43639.49
ALMERIA,2023-11,108512.65
ALMERIA,2023-12,206207.19
ALMERIA,2024-01,239677.98
ALMERIA,2024-02,164402.66
ALMERIA,2024-03,124944.94
ALMERIA,2024-04,73031.35
ALMERIA,2024-05,37086.53
ALMERIA,2024-06,10761.11
ARABA/ALAVA,2021-10,3241064.97
ARABA/ALAVA,2021-11,12219814.27
ARABA/ALAVA,2021-12,16945246.81
ARABA/ALAVA,2022-01,16484224.5
ARABA/ALAVA,2022-02,13092520.67
ARABA/ALAVA,2022-03,13639436.41
ARABA/ALAVA,2022-04,8734370.56
ARABA/ALAVA,2022-05,4012132.24
ARABA/ALAVA,2022-06,3169769.07
ARABA/ALAVA,2022-07,2239755.16
ARABA/ALAVA,2022-08,1946495.7
ARABA/ALAVA,2022-09,3041682.22
ARABA/ALAVA,2022-10,3984555.4
ARABA/ALAVA,2022-11,8057589.59
ARABA/ALAVA,2022-12,13771271.76
ARABA/ALAVA,2023-01,18907349.46
ARABA/ALAVA,2023-02,16833034.04
ARABA/ALAVA,2023-03,10512253.5
ARABA/ALAVA,2023-04,5073034.35
ARABA/ALAVA,2023-05,3803917.61
ARABA/ALAVA,2023-06,2613682.96
ARABA/ALAVA,2023-07,2014714.12
ARABA/ALAVA,2023-08,1636202.57
ARABA/ALAVA,2023-09,1862202.54
ARABA/ALAVA,2023-10,2483548.68
ARABA/ALAVA,2023-11,7164306.25
ARABA/ALAVA,2023-12,13586753.85
ARABA/ALAVA,2024-01,14112583.43
ARABA/ALAVA,2024-02,10488661.44
ARABA/ALAVA,2024-03,8871258.17
ARABA/ALAVA,2024-04,5339287.07
ARABA/ALAVA,2024-05,2718403.57
ARABA/ALAVA,2024-06,387317.04
ASTURIAS,2021-10,1295598.85
ASTURIAS,2021-11,4694538.97
ASTURIAS,2021-12,5516892.49
ASTURIAS,2022-01,7397397.28
ASTURIAS,2022-02,5208304.92
ASTURIAS,2022-03,5261389.75
ASTURIAS,2022-04,3672627.24
ASTURIAS,2022-05,1904132.19
ASTURIAS,2022-06,1533055.66
ASTURIAS,2022-07,1397060.89
ASTURIAS,2022-08,1167872.12
ASTURIAS,2022-09,1482791.87
ASTURIAS,2022-10,1868246.28
ASTURIAS,2022-11,3509154.26
ASTURIAS,2022-12,6050669.55
ASTURIAS,2023-01,8486556.27
ASTURIAS,2023-02,7722713.08
ASTURIAS,2023-03,4971898.98
ASTURIAS,2023-04,2474359.42
ASTURIAS,2023-05,2045665.74
ASTURIAS,2023-06,1660328.16
ASTURIAS,2023-07,1341707.71
ASTURIAS,2023-08,1136182.26
ASTURIAS,2023-09,1332058.32
ASTURIAS,2023-10,1734673.97
ASTURIAS,2023-11,4250959.0
ASTURIAS,2023-12,7498745.0
ASTURIAS,2024-01,7332395.44
ASTURIAS,2024-02,5278466.89
ASTURIAS,2024-03,4465032.07
ASTURIAS,2024-04,2905846.58
ASTURIAS,2024-05,1637062.47
ASTURIAS,2024-06,311114.87
AVILA,2021-10,2110305.92
AVILA,2021-11,8312932.02
AVILA,2021-12,11495087.6
AVILA,2022-01,13638525.57
AVILA,2022-02,11295594.96
AVILA,2022-03,9442989.87
AVILA,2022-04,6524896.36
AVILA,2022-05,2772103.93
AVILA,2022-06,1807719.86
AVILA,2022-07,1451979.06
AVILA,2022-08,1158426.47
AVILA,2022-09,1392166.71
AVILA,2022-10,1833079.35
AVILA,2022-11,5839308.25
AVILA,2022-12,10660961.63
AVILA,2023-01,14973734.24
AVILA,2023-02,13268985.01
AVILA,2023-03,8146635.28
AVILA,2023-04,3733960.5
AVILA,2023-05,2606956.18
AVILA,2023-06,1843170.68
AVILA,2023-07,1323480.68
AVILA,2023-08,1074493.04
AVILA,2023-09,1371245.87
AVILA,2023-10,2242894.87
AVILA,2023-11,6817850.46
AVILA,2023-12,12935043.83
AVILA,2024-01,13026861.82
AVILA,2024-02,9465551.53
AVILA,2024-03,7677051.57
AVILA,2024-04,4181911.58
AVILA,2024-05,2088135.2
AVILA,2024-06,313632.41
BADAJOZ,2021-10,252717.59
BADAJOZ,2021-11,977088.55
BADAJOZ,2021-12,1288548.87
BADAJOZ,2022-01,1860338.74
BADAJOZ,2022-02,1267131.04
BADAJOZ,2022-03,1210509.94
BADAJOZ,2022-04,722233.49
BADAJOZ,2022-05,363146.38
BADAJOZ,2022-06,292759.18
BADAJOZ,2022-07,259829.45
BADAJOZ,2022-08,213235.56
BADAJOZ,2022-09,254111.96
BADAJOZ,2022-10,298710.34
BADAJOZ,2022-11,722052.34
BADAJOZ,2022-12,1187206.52
BADAJOZ,2023-01,1672677.2
BADAJOZ,2023-02,1539119.35
BADAJOZ,2023-03,926948.25
BADAJOZ,2023-04,431191.92
BADAJOZ,2023-05,334227.11
BADAJOZ,2023-06,251268.37
BADAJOZ,2023-07,189607.08
BADAJOZ,2023-08,163864.0
BADAJOZ,2023-09,212174.66
BADAJOZ,2023-10,299965.89
BADAJOZ,2023-11,832597.83
BADAJOZ,2023-12,1658817.53
BADAJOZ,2024-01,1706304.43
BADAJOZ,2024-02,1221418.81
BADAJOZ,2024-03,1019188.89
BADAJOZ,2024-04,569299.63
BADAJOZ,2024-05,231798.38
BADAJOZ,2024-06,14861.58
BALEARES,2021-10,722606.89
BALEARES,2021-11,2155866.74
BALEARES,2021-12,2928135.43
BALEARES,2022-01,3716742.61
BALEARES,2022-02,2012333.63
BALEARES,2022-03,2469083.0
BALEARES,2022-04,2005272.45
BALEARES,2022-05,1165586.9
BALEARES,2022-06,955617.18
BALEARES,2022-07,937712.82
BALEARES,2022-08,831933.31
BALEARES,2022-09,1038878.56
BALEARES,2022-10,897776.85
BALEARES,2022-11,1627481.58
BALEARES,2022-12,2319579.36
BALEARES,2023-01,3163928.74
BALEARES,2023-02,3026127.97
BALEARES,2023-03,2105355.64
BALEARES,2023-04,1254862.74
BALEARES,2023-05,1098681.21
BALEARES,2023-06,868132.0
BALEARES,2023-07,717576.85
BALEARES,2023-08,602267.66
BALEARES,2023-09,719855.71
BALEARES,2023-10,720669.44
BALEARES,2023-11,1373743.49
BALEARES,2023-12,2329870.24
BALEARES,2024-01,2645647.94
BALEARES,2024-02,2120793.88
BALEARES,2024-03,1833001.37
BALEARES,2024-04,1235683.36
BALEARES,2024-05,715172.26
BALEARES,2024-06,148634.5
BARCELONA,2021-10,178266294.38
BARCELONA,2021-11,539500604.03
BARCELONA,2021-12,681102059.47
BARCELONA,2022-01,869259455.93
BARCELONA,2022-02,721128952.19
BARCELONA,2022-03,621157563.48
BARCELONA,2022-04,443693614.96
BARCELONA,2022-05,213445041.23
BARCELONA,2022-06,166244177.23
BARCELONA,2022-07,149303788.13
BARCELONA,2022-08,130962827.56
BARCELONA,2022-09,146579935.47
BARCELONA,2022-10,150475780.95
BARCELONA,2022-11,380322447.86
BARCELONA,2022-12,661657347.9
BARCELONA,2023-01,913723122.69
BARCELONA,2023-02,811005118.47
BARCELONA,2023-03,504622827.47
BARCELONA,2023-04,261744384.91
BARCELONA,2023-05,218707150.8
BARCELONA,2023-06,174128473.24
BARCELONA,2023-07,139923902.71
BARCELONA,2023-08,113573704.71
BARCELONA,2023-09,123339438.39
BARCELONA,2023-10,138879866.69
BARCELONA,2023-11,336414371.43
BARCELONA,2023-12,636898538.72
BARCELONA,2024-01,657532741.99
BARCELONA,2024-02,466344683.7
BARCELONA,2024-03,374064102.68
BARCELONA,2024-04,234382077.01
BARCELONA,2024-05,126586728.48
BARCELONA,2024-06,20008240.59
BIZKAIA,2021-10,2091283.2
BIZKAIA,2021-11,8447496.11
BIZKAIA,2021-12,11325809.27
BIZKAIA,2022-01,14697070.71
BIZKAIA,2022-02,9541037.08
BIZKAIA,2022-03,8873974.89
BIZKAIA,2022-04,5732907.72
BIZKAIA,2022-05,2679914.57
BIZKAIA,2022-06,3193989.48
BIZKAIA,2022-07,1751556.55
BIZKAIA,2022-08,1442111.02
BIZKAIA,2022-09,1767409.59
BIZKAIA,2022-10,2044522.64
BIZKAIA,2022-11,5700517.29
BIZKAIA,2022-12,9172151.36
BIZKAIA,2023-01,13621068.4
BIZKAIA,2023-02,12460342.69
BIZKAIA,2023-03,7584805.56
BIZKAIA,2023-04,3645314.37
BIZKAIA,2023-05,2876810.97
BIZKAIA,2023-06,2187149.96
BIZKAIA,2023-07,1695705.89
BIZKAIA,2023-08,1432863.73
BIZKAIA,2023-09,1777499.25
BIZKAIA,2023-10,2166681.15
BIZKAIA,2023-11,5588551.26
BIZKAIA,2023-12,10144807.78
BIZKAIA,2024-01,10720853.33
BIZKAIA,2024-02,7893195.2
BIZKAIA,2024-03,6710262.68
BIZKAIA,2024-04,4243830.58
BIZKAIA,2024-05,2459997.09
BIZKAIA,2024-06,395231.74
BURGOS,2021-10,10112191.67
BURGOS,2021-11,29616562.65
BURGOS,2021-12,37080673.14
BURGOS,2022-01,46575143.28
BURGOS,2022-02,38996979.23
BURGOS,2022-03,35280916.12
BURGOS,2022-04,26552600.35
BURGOS,2022-05,11080759.94
BURGOS,2022-06,6787296.18
BURGOS,2022-07,5646637.4
BURGOS,2022-08,4797647.52
BURGOS,2022-09,5743515.35
BURGOS,2022-10,7960383.05
BURGOS,2022-11,23004719.85
BURGOS,2022-12,39117637.46
BURGOS,2023-01,51606323.08
BURGOS,2023-02,46307844.48
BURGOS,2023-03,29730581.94
BURGOS,2023-04,14884641.28
BURGOS,2023-05,10843064.65
BURGOS,2023-06,7213606.02
BURGOS,2023-07,5260032.39
BURGOS,2023-08,4028430.08
BURGOS,2023-09,5056785.14
BURGOS,2023-10,8769382.58
BURGOS,2023-11,25067356.92
BURGOS,2023-12,41707317.75
BURGOS,2024-01,39175009.71
BURGOS,2024-02,30134503.74
BURGOS,2024-03,25282344.22
BURGOS,2024-04,16925274.69
BURGOS,2024-05,10353602.55
BURGOS,2024-06,1350034.36
CACERES,2021-10,490739.09
CACERES,2021-11,2120063.6
CACERES,2021-12,3535862.02
CACERES,2022-01,4648012.67
CACERES,2022-02,3006203.3
CACERES,2022-03,2806068.37
CACERES,2022-04,1632181.42
CACERES,2022-05,700477.24
CACERES,2022-06,495425.41
CACERES,2022-07,384826.06
CACERES,2022-08,310475.44
CACERES,2022-09,400364.11
CACERES,2022-10,515765.29
CACERES,2022-11,1446783.52
CACERES,2022-12,2753189.36
CACERES,2023-01,3973816.55
CACERES,2023-02,3449810.19
CACERES,2023-03,1951378.9
CACERES,2023-04,799872.92
CACERES,2023-05,582465.03
CACERES,2023-06,422121.73
CACERES,2023-07,306324.16
CACERES,2023-08,260564.07
CACERES,2023-09,357576.06
CACERES,2023-10,534582.83
CACERES,2023-11,1595551.08
CACERES,2023-12,3288594.1
CACERES,2024-01,3472439.93
CACERES,2024-02,2582484.5
CACERES,2024-03,2115120.86
CACERES,2024-04,1058501.0
CACERES,2024-05,431202.07
CACERES,2024-06,46139.06
CADIZ,2021-10,948375.42
CADIZ,2021-11,1627387.88
CADIZ,2021-12,1733962.67
CADIZ,2022-01,2346417.55
CADIZ,2022-02,1944043.57
CADIZ,2022-03,2053697.27
CADIZ,2022-04,1874933.77
CADIZ,2022-05,1239090.3
CADIZ,2022-06,1106236.37
CADIZ,2022-07,1058985.47
CADIZ,2022-08,914751.71
CADIZ,2022-09,1030447.23
CADIZ,2022-10,881888.63
CADIZ,2022-11,1402232.43
CADIZ,2022-12,1842843.99
CADIZ,2023-01,2317862.91
CADIZ,2023-02,2210804.72
CADIZ,2023-03,1747470.11
CADIZ,2023-04,1209622.14
CADIZ,2023-05,1204023.12
CADIZ,2023-06,1029706.09
CADIZ,2023-07,908210.5
CADIZ,2023-08,804040.09
CADIZ,2023-09,869854.53
CADIZ,2023-10,856755.35
CADIZ,2023-11,1373515.43
CADIZ,2023-12,1854928.96
CADIZ,2024-01,1805268.07
CADIZ,2024-02,1477891.41
CADIZ,2024-03,1432556.13
CADIZ,2024-04,1165500.21
CADIZ,2024-05,761407.32
CADIZ,2024-06,170622.06
CANTABRIA,2021-10,2185283.0
CANTABRIA,2021-11,6650225.68
CANTABRIA,2021-12,8699286.8
CANTABRIA,2022-01,11343384.8
CANTABRIA,2022-02,6426708.25
CANTABRIA,2022-03,7177165.52
CANTABRIA,2022-04,5081594.65
CANTABRIA,2022-05,2846012.55
CANTABRIA,2022-06,4537561.26
CANTABRIA,2022-07,2049948.93
CANTABRIA,2022-08,1725056.25
CANTABRIA,2022-09,2022162.77
CANTABRIA,2022-10,2275239.4
CANTABRIA,2022-11,5432174.22
CANTABRIA,2022-12,8599676.97
CANTABRIA,2023-01,10750125.62
CANTABRIA,2023-02,10005076.16
CANTABRIA,2023-03,7027301.37
CANTABRIA,2023-04,3740629.64
CANTABRIA,2023-05,3060324.46
CANTABRIA,2023-06,2359763.16
CANTABRIA,2023-07,1890608.53
CANTABRIA,2023-08,1638855.6
CANTABRIA,2023-09,1918418.35
CANTABRIA,2023-10,2268591.27
CANTABRIA,2023-11,5080589.7
CANTABRIA,2023-12,8882022.68
CANTABRIA,2024-01,8935922.21
CANTABRIA,2024-02,6943347.75
CANTABRIA,2024-03,6354599.17
CANTABRIA,2024-04,4134217.68
CANTABRIA,2024-05,2291554.28
CANTABRIA,2024-06,408153.13
CASTELLON,2021-10,4851911.19
CASTELLON,2021-11,12764589.25
CASTELLON,2021-12,18128579.51
CASTELLON,2022-01,24165910.6
CASTELLON,2022-02,20583976.85
CASTELLON,2022-03,19507752.14
CASTELLON,2022-04,13995429.85
CASTELLON,2022-05,7210700.83
CASTELLON,2022-06,5630158.24
CASTELLON,2022-07,4986246.84
CASTELLON,2022-08,4077569.53
CASTELLON,2022-09,4705825.28
CASTELLON,2022-10,4444756.55
CASTELLON,2022-11,9304172.67
CASTELLON,2022-12,16175370.48
CASTELLON,2023-01,24685381.97
CASTELLON,2023-02,23912482.32
CASTELLON,2023-03,15403181.96
CASTELLON,2023-04,8101874.43
CASTELLON,2023-05,6653187.76
CASTELLON,2023-06,5066629.96
CASTELLON,2023-07,4124739.45
CASTELLON,2023-08,3728887.88
CASTELLON,2023-09,4156229.1
CASTELLON,2023-10,3830043.34
CASTELLON,2023-11,8556085.63
CASTELLON,2023-12,16515578.8
CASTELLON,2024-01,18630009.49
CASTELLON,2024-02,14270650.83
CASTELLON,2024-03,11683143.1
CASTELLON,2024-04,7679500.38
CASTELLON,2024-05,4769446.43
CASTELLON,2024-06,720003.54
CIUDAD REAL,2021-10,7156241.95
CIUDAD REAL,2021-11,34483491.45
CIUDAD REAL,2021-12,45123566.59
CIUDAD REAL,2022-01,56224845.4
CIUDAD REAL,2022-02,46287637.71
CIUDAD REAL,2022-03,40649968.51
CIUDAD REAL,2022-04,26707690.73
CIUDAD REAL,2022-05,9464473.8
CIUDAD REAL,2022-06,5477758.9
CIUDAD REAL,2022-07,4648542.35
CIUDAD REAL,2022-08,3810047.5
CIUDAD REAL,2022-09,4296114.0
CIUDAD REAL,2022-10,5919903.84
CIUDAD REAL,2022-11,21371448.74
CIUDAD REAL,2022-12,41989978.23
CIUDAD REAL,2023-01,60222876.69
CIUDAD REAL,2023-02,52563847.44
CIUDAD REAL,2023-03,29599753.08
CIUDAD REAL,2023-04,12026835.06
CIUDAD REAL,2023-05,8593237.43
CIUDAD REAL,2023-06,6501615.24
CIUDAD REAL,2023-07,4749203.45
CIUDAD REAL,2023-08,3575701.34
CIUDAD REAL,2023-09,4348038.79
CIUDAD REAL,2023-10,7531637.98
CIUDAD REAL,2023-11,24571601.07
CIUDAD REAL,2023-12,49397275.74
CIUDAD REAL,2024-01,48686843.17
CIUDAD REAL,2024-02,35219358.16
CIUDAD REAL,2024-03,28691203.72
CIUDAD REAL,2024-04,14424761.98
CIUDAD REAL,2024-05,7156319.96
CIUDAD REAL,2024-06,973072.27
CORDOBA,2021-10,2554651.95
CORDOBA,2021-11,5908432.94
CORDOBA,2021-12,5831531.04
CORDOBA,2022-01,8967911.16
CORDOBA,2022-02,6638369.55
CORDOBA,2022-03,6120371.63
CORDOBA,2022-04,5260161.27
CORDOBA,2022-05,2962266.83
CORDOBA,2022-06,2359690.86
CORDOBA,2022-07,2099228.95
CORDOBA,2022-08,1910363.41
CORDOBA,2022-09,2417818.32
CORDOBA,2022-10,2384710.87
CORDOBA,2022-11,4443682.0
CORDOBA,2022-12,6620068.27
CORDOBA,2023-01,8756238.22
CORDOBA,2023-02,8020620.05
CORDOBA,2023-03,5272191.06
CORDOBA,2023-04,2998498.17
CORDOBA,2023-05,2756442.24
CORDOBA,2023-06,2402746.29
CORDOBA,2023-07,2116956.95
CORDOBA,2023-08,1826799.13
CORDOBA,2023-09,2079136.64
CORDOBA,2023-10,2105438.67
CORDOBA,2023-11,4297784.94
CORDOBA,2023-12,6959013.32
CORDOBA,2024-01,7289554.17
CORDOBA,2024-02,5355452.52
CORDOBA,2024-03,4241262.41
CORDOBA,2024-04,2994307.81
CORDOBA,2024-05,1861213.08
CORDOBA,2024-06,385748.42
CUENCA,2021-10,1834998.6
CUENCA,2021-11,5295702.46
CUENCA,2021-12,8557649.4
CUENCA,2022-01,8719780.77
CUENCA,2022-02,7818287.05
CUENCA,2022-03,6691425.46
CUENCA,2022-04,5157781.29
CUENCA,2022-05,2074702.43
CUENCA,2022-06,979529.14
CUENCA,2022-07,787087.07
CUENCA,2022-08,665291.91
CUENCA,2022-09,913747.3
